id,status_group
63914,functional needs repair
38844,non functional
20711,non functional
69157,functional
58465,functional
51473,functional
21526,non functional
23949,functional
8703,functional
42684,non functional
43879,functional needs repair
48480,functional
43782,non functional
46007,functional
28689,functional
27535,functional
41047,functional
51206,non functional
40375,functional
8517,non functional
64267,functional
54837,non functional
6773,functional
1004,functional
47584,non functional
31278,functional needs repair
66361,functional
58212,functional
47745,functional needs repair
42910,non functional
17138,functional
28139,functional
16453,non functional
52260,non functional
15130,functional
13946,functional
51498,non functional
17128,non functional
40475,non functional
60130,non functional
39193,functional
11031,functional needs repair
34111,functional
64911,functional
3431,functional
8329,non functional
13082,non functional
65656,non functional
57703,functional
10232,non functional
60202,functional
62727,non functional
46713,functional
24181,functional
11847,functional
40914,functional
64053,non functional
3072,functional
37548,non functional
19460,non functional
50071,non functional
54816,functional
69556,non functional
61392,functional
2509,non functional
20127,non functional
68073,non functional
68367,functional needs repair
28759,functional
26271,functional needs repair
56449,non functional
566,non functional
34521,functional
36368,non functional
23678,functional
53052,functional
47001,functional
9621,functional
11558,functional
52631,non functional
25786,functional needs repair
45431,functional
71505,functional
7786,functional
36595,non functional
65763,functional
21558,non functional
57672,functional
5655,functional
55966,non functional
66067,functional
36327,non functional
3667,functional
66651,functional
29017,non functional
66806,functional
6082,non functional
28875,functional
50351,non functional
1139,functional
51487,functional
59287,functional needs repair
41424,functional
66011,functional
50277,functional
66010,functional
67349,functional
51454,functional
48876,functional
28053,non functional
9986,functional
31658,functional
684,non functional
61332,functional
52216,functional
9427,functional
2826,non functional
22087,non functional
37988,functional
69924,functional needs repair
42343,functional
51291,functional
16519,functional
16801,non functional
23882,functional
70208,functional
18352,functional
64957,functional
22340,functional
21323,functional
58203,functional needs repair
41540,non functional
43912,functional
18618,functional needs repair
21860,functional
22848,non functional
41579,functional needs repair
46733,functional
71661,non functional
40299,non functional
60258,functional
59196,functional
71493,functional
5231,functional
57108,functional
32328,functional
58680,functional needs repair
55754,non functional
67680,non functional
45463,functional
66020,functional
25517,non functional
67692,functional
45270,non functional
33567,functional
46442,non functional
71964,functional
18701,functional
52455,functional
19361,non functional
62647,functional
64503,non functional
17216,non functional
33082,non functional
43091,non functional
36391,non functional
54236,functional
18806,non functional
4188,functional
9668,non functional
60448,functional
587,non functional
41821,functional needs repair
30927,non functional
36573,functional
33505,non functional
41355,non functional
33978,non functional
60147,functional
9163,non functional
67242,non functional
34316,functional
34159,functional
19215,non functional
72883,non functional
14741,functional needs repair
29100,functional
56983,functional
66445,functional
19405,functional
60369,non functional
17564,functional
26453,non functional
11083,non functional
5515,non functional
35800,functional
62976,functional
7166,non functional
30783,non functional
41959,functional
6879,functional
73561,non functional
7826,functional
68013,non functional
63943,non functional
22793,functional
9438,non functional
56068,functional
59572,non functional
66843,functional
61748,functional
30724,functional
38315,functional
42528,functional
5786,non functional
49160,non functional
30044,functional
38386,functional
68551,non functional
21549,functional
50617,non functional
36059,functional
26737,non functional
59630,functional
5432,functional needs repair
67652,non functional
39691,functional
43601,functional
41106,non functional
